date,temperature,rainfall,humidity,month
2011-08-22,16.3,3.2,87.0,8
2011-08-23,17.0,51.8,81.0,8
2011-08-24,17.6,8.6,80.0,8
2011-08-25,18.9,51.8,91.0,8
2011-08-26,18.7,26.4,80.0,8
2011-08-27,18.3,0.0,70.0,8
2011-08-28,17.0,1.0,91.0,8
2011-08-29,18.9,3.0,84.0,8
2011-08-30,18.7,1.8,59.0,8
2011-08-31,17.3,0.0,71.0,8
2011-09-01,16.3,1.4,64.0,9
2011-09-02,18.1,0.0,59.0,9
2011-09-03,15.1,19.6,83.0,9
2011-09-04,16.3,63.2,56.0,9
2011-09-05,17.1,0.2,58.0,9
2011-09-06,18.4,2.4,63.0,9
2011-09-07,18.5,0.0,73.0,9
2011-09-08,17.4,0.0,87.0,9
2011-09-09,18.5,12.0,63.0,9
2011-09-10,18.9,0.0,80.0,9
2011-09-11,18.3,13.4,58.0,9
2011-09-12,15.3,1.6,86.0,9
2011-09-13,16.6,2.8,46.0,9
2011-09-14,17.5,0.0,55.0,9
2011-09-15,17.9,0.0,58.0,9
2011-09-16,17.7,2.0,62.0,9
2011-09-17,18.3,1.8,50.0,9
2011-09-18,19.3,0.0,70.0,9
2011-09-19,20.0,0.0,77.0,9
2011-09-20,16.1,0.0,65.0,9
2011-09-21,18.1,0.0,59.0,9
2011-09-22,18.2,0.0,63.0,9
2011-09-23,17.1,1.0,64.0,9
2011-09-24,17.2,0.2,64.0,9
2011-09-25,17.8,0.0,53.0,9
2011-09-26,17.3,0.0,53.0,9
2011-09-27,18.1,0.0,81.0,9
2011-09-28,18.0,7.0,84.0,9
2011-09-29,17.9,16.0,76.0,9
2011-09-30,19.7,0.0,68.0,9
2011-10-01,19.4,0.0,79.0,10
2011-10-02,19.5,0.8,90.0,10
2011-10-03,19.2,4.2,67.0,10
2011-10-04,18.5,0.0,61.0,10
2011-10-05,18.1,3.4,60.0,10
2011-10-06,18.3,0.8,49.0,10
2011-10-07,17.7,0.0,61.0,10
2011-10-08,18.7,0.2,61.0,10
2011-10-09,18.4,0.0,83.0,10
2011-10-10,20.7,4.6,80.0,10
2011-10-11,20.6,0.0,73.0,10
2011-10-12,19.9,0.0,66.0,10
2011-10-13,18.8,0.0,51.0,10
2011-10-14,19.6,0.0,60.0,10
2011-10-15,19.3,0.0,66.0,10
2011-10-16,20.3,0.0,76.0,10
2011-10-17,19.8,8.8,85.0,10
2011-10-18,17.9,0.2,48.0,10
2011-10-19,18.4,0.0,54.0,10
2011-10-20,18.3,0.2,60.0,10
2011-10-21,19.9,0.0,62.0,10
2011-10-22,20.5,0.0,59.0,10
2011-10-23,18.4,0.0,72.0,10
2011-10-24,18.0,0.0,72.0,10
2011-10-25,19.6,0.0,66.0,10
2011-10-26,19.9,0.0,71.0,10
2011-10-27,19.9,0.0,80.0,10
2011-10-28,19.8,0.0,80.0,10
2011-10-29,19.7,6.0,80.0,10
2011-10-30,19.4,0.0,81.0,10
2011-10-31,19.1,0.0,95.0,10
2011-11-01,20.2,2.0,69.0,11
2011-11-02,20.1,1.2,58.0,11
2011-11-03,20.3,0.0,61.0,11
2011-11-04,19.9,7.8,74.0,11
2011-11-05,18.7,2.0,50.0,11
2011-11-06,19.1,0.0,61.0,11
2011-11-07,19.6,0.0,53.0,11
2011-11-08,20.1,0.0,66.0,11
2011-11-09,20.0,0.0,64.0,11
2011-11-10,20.5,0.0,65.0,11
2011-11-11,21.1,0.0,63.0,11
2011-11-12,20.0,0.4,67.0,11
2011-11-13,20.3,1.0,49.0,11
2011-11-14,20.1,0.0,45.0,11
2011-11-15,20.2,0.0,52.0,11
2011-11-16,20.3,0.0,58.0,11
2011-11-17,22.4,0.0,74.0,11
2011-11-18,21.5,0.0,78.0,11
2011-11-19,20.3,1.4,54.0,11
2011-11-20,19.5,0.0,58.0,11
2011-11-21,23.1,0.0,52.0,11
2011-11-22,21.7,0.0,69.0,11
2011-11-23,22.6,0.0,76.0,11
2011-11-24,24.0,0.0,72.0,11
2011-11-25,19.1,0.0,92.0,11
2011-11-26,21.9,0.0,56.0,11
2011-11-27,21.1,0.0,66.0,11
2011-11-28,22.6,0.0,65.0,11
2011-11-29,22.8,4.8,64.0,11
2011-11-30,22.9,0.0,73.0,11
2011-12-01,23.8,0.0,70.0,12
2011-12-02,22.9,0.0,78.0,12
2011-12-03,22.7,0.0,88.0,12
2011-12-04,24.1,12.8,78.0,12
2011-12-05,20.2,2.0,80.0,12
2011-12-06,19.6,0.2,71.0,12
2011-12-07,21.1,0.4,59.0,12
2011-12-08,23.4,0.0,51.0,12
2011-12-09,20.1,0.0,87.0,12
2011-12-10,23.5,79.8,88.0,12
2011-12-11,23.5,0.2,76.0,12
2011-12-12,23.1,0.0,87.0,12
2011-12-13,23.0,0.2,96.0,12
2011-12-14,22.3,13.0,95.0,12
2011-12-15,22.9,9.0,63.0,12
2011-12-16,20.8,0.2,61.0,12
2011-12-17,22.0,0.0,57.0,12
2011-12-18,20.8,0.0,49.0,12
2011-12-19,20.9,0.0,60.0,12
2011-12-20,21.4,0.0,68.0,12
2011-12-21,22.7,0.0,69.0,12
2011-12-22,23.7,0.0,74.0,12
2011-12-23,22.6,1.4,62.0,12
2011-12-24,20.8,0.0,57.0,12
2011-12-25,20.7,0.8,72.0,12
2011-12-26,19.1,84.8,98.0,12
2011-12-27,23.3,105.6,90.0,12
2011-12-28,23.1,13.6,88.0,12
2011-12-29,23.0,1.4,80.0,12
2011-12-30,22.9,2.6,74.0,12
2011-12-31,22.4,0.2,78.0,12
2012-01-01,22.3,0.2,74.0,1
2012-01-02,19.5,2.0,77.0,1
2012-01-03,22.0,0.4,53.0,1
2012-01-04,22.5,0.4,65.0,1
2012-01-05,21.8,0.4,86.0,1
2012-01-06,22.0,0.4,71.0,1
2012-01-07,22.6,0.0,61.0,1
2012-01-08,22.2,3.0,59.0,1
2012-01-09,21.3,0.0,47.0,1
2012-01-10,22.5,0.0,63.0,1
2012-01-11,24.1,0.0,81.0,1
2012-01-12,22.9,0.0,90.0,1
2012-01-13,22.2,0.0,57.0,1
2012-01-14,22.9,0.0,55.0,1
2012-01-15,22.0,0.0,77.0,1
2012-01-16,21.4,23.4,88.0,1
2012-01-17,21.5,2.0,92.0,1
2012-01-18,23.2,1.2,76.0,1
2012-01-19,23.4,0.0,80.0,1
2012-01-20,23.8,0.0,73.0,1
2012-01-21,23.9,0.0,72.0,1
2012-01-22,24.6,0.0,69.0,1
2012-01-23,23.5,0.0,73.0,1
2012-01-24,22.3,2.4,56.0,1
2012-01-25,22.9,0.0,64.0,1
2012-01-26,22.1,0.2,74.0,1
2012-01-27,24.2,1.2,69.0,1
2012-01-28,19.7,1.6,96.0,1
2012-01-29,22.7,2.0,56.0,1
2012-01-30,22.8,0.0,74.0,1
2012-01-31,24.2,0.0,63.0,1
2012-02-01,23.8,0.0,65.0,2
2012-02-02,24.2,0.0,57.0,2
2012-02-03,22.0,0.2,92.0,2
2012-02-04,23.1,30.8,95.0,2
2012-02-05,23.2,2.0,96.0,2
2012-02-06,21.8,32.8,92.0,2
2012-02-07,22.7,66.2,87.0,2
2012-02-08,23.2,1.6,78.0,2
2012-02-09,24.1,0.0,74.0,2
2012-02-10,24.2,0.0,78.0,2
2012-02-11,23.9,0.0,65.0,2
2012-02-12,23.9,0.0,64.0,2
2012-02-13,23.8,0.0,67.0,2
2012-02-14,24.8,0.0,69.0,2
2012-02-15,23.9,0.0,65.0,2
2012-02-16,23.3,0.0,65.0,2
2012-02-17,24.5,0.0,70.0,2
2012-02-18,24.2,8.0,75.0,2
2012-02-19,24.2,1.2,71.0,2
2012-02-20,24.6,0.0,66.0,2
2012-02-21,25.3,0.2,72.0,2
2012-02-22,26.1,0.0,83.0,2
2012-02-23,24.1,4.6,81.0,2
2012-02-24,24.4,3.0,77.0,2
2012-02-25,23.8,0.0,61.0,2
2012-02-26,23.5,0.0,54.0,2
2012-02-27,23.6,0.0,57.0,2
2012-02-28,23.0,0.0,62.0,2
2012-02-29,23.9,0.0,53.0,2
2012-03-01,24.3,0.0,65.0,3
2012-03-02,25.7,0.0,64.0,3
2012-03-03,21.8,2.2,59.0,3
2012-03-04,21.6,1.0,48.0,3
2012-03-05,22.8,0.0,52.0,3
2012-03-06,23.9,0.8,67.0,3
2012-03-07,22.4,0.2,59.0,3
2012-03-08,23.3,0.0,61.0,3
2012-03-09,24.3,0.2,71.0,3
2012-03-10,24.1,0.0,71.0,3
2012-03-11,24.6,10.2,68.0,3
2012-03-12,22.0,0.0,65.0,3
2012-03-13,21.2,0.0,59.0,3
2012-03-14,22.1,0.4,70.0,3
2012-03-15,22.4,0.6,83.0,3
2012-03-16,23.3,2.8,72.0,3
2012-03-17,23.6,1.4,82.0,3
2012-03-18,23.0,5.4,81.0,3
2012-03-19,22.7,1.8,70.0,3
2012-03-20,21.1,1.0,69.0,3
2012-03-21,22.3,0.0,61.0,3
2012-03-22,25.1,0.8,62.0,3
2012-03-23,24.0,0.0,83.0,3
2012-03-24,25.0,21.4,88.0,3
2012-03-25,22.3,0.6,55.0,3
2012-03-26,21.1,0.0,49.0,3
2012-03-27,22.1,0.0,56.0,3
2012-03-28,20.7,0.4,70.0,3
2012-03-29,19.9,7.0,92.0,3
2012-03-30,22.8,4.6,84.0,3
2012-03-31,22.0,0.2,91.0,3
2012-04-01,21.8,3.0,95.0,4
2012-04-02,22.2,27.0,85.0,4
2012-04-03,22.0,0.2,84.0,4
2012-04-04,22.2,10.0,79.0,4
2012-04-05,22.7,2.4,79.0,4
2012-04-06,21.4,13.4,88.0,4
2012-04-07,21.4,3.8,79.0,4
2012-04-08,21.6,0.8,62.0,4
2012-04-09,21.6,0.0,54.0,4
2012-04-10,22.2,0.0,92.0,4
2012-04-11,22.0,8.4,71.0,4
2012-04-12,20.0,1.0,58.0,4
2012-04-13,20.8,1.0,64.0,4
2012-04-14,21.1,0.0,69.0,4
2012-04-15,20.9,1.0,64.0,4
2012-04-16,21.6,0.4,74.0,4
2012-04-17,20.8,6.8,82.0,4
2012-04-18,21.7,0.0,65.0,4
2012-04-19,21.7,0.0,66.0,4
2012-04-20,21.3,1.0,64.0,4
2012-04-21,21.1,2.6,68.0,4
2012-04-22,21.9,2.4,70.0,4
2012-04-23,21.8,1.6,65.0,4
2012-04-24,22.2,1.2,69.0,4
2012-04-25,20.6,0.4,87.0,4
2012-04-26,22.7,0.6,83.0,4
2012-04-27,22.0,14.4,67.0,4
2012-04-28,21.1,0.0,71.0,4
2012-04-29,21.1,0.4,81.0,4
2012-04-30,17.9,1.2,95.0,4
2012-05-01,19.2,40.8,61.0,5
2012-05-02,19.0,0.0,59.0,5
2012-05-03,19.1,0.0,66.0,5
2012-05-04,19.7,2.4,66.0,5
2012-05-05,21.1,2.0,63.0,5
2012-05-06,19.1,0.0,89.0,5
2012-05-07,22.0,57.6,76.0,5
2012-05-08,21.0,2.8,64.0,5
2012-05-09,20.9,0.0,59.0,5
2012-05-10,19.7,9.8,55.0,5
2012-05-11,20.3,0.0,63.0,5
2012-05-12,20.3,2.4,70.0,5
2012-05-13,20.4,0.0,65.0,5
2012-05-14,20.8,2.4,66.0,5
2012-05-15,19.6,3.0,49.0,5
2012-05-16,20.2,2.4,57.0,5
2012-05-17,18.0,0.0,47.0,5
2012-05-18,17.8,3.0,60.0,5
2012-05-19,17.5,1.8,59.0,5
2012-05-20,19.0,0.8,53.0,5
2012-05-21,15.4,0.0,89.0,5
2012-05-22,19.4,2.2,55.0,5
2012-05-23,19.2,0.0,66.0,5
2012-05-24,18.7,3.0,60.0,5
2012-05-25,18.6,0.2,62.0,5
2012-05-26,18.6,0.0,81.0,5
2012-05-27,20.0,0.4,86.0,5
2012-05-28,19.8,6.2,88.0,5
2012-05-29,18.3,7.8,51.0,5
2012-05-30,16.9,0.0,60.0,5
2012-05-31,17.8,0.6,68.0,5
2012-06-01,18.4,0.2,62.0,6
2012-06-02,18.1,0.0,67.0,6
2012-06-03,19.4,0.0,72.0,6
2012-06-04,19.1,0.0,84.0,6
2012-06-05,21.4,24.0,70.0,6
2012-06-06,18.3,4.2,71.0,6
2012-06-07,16.6,8.4,91.0,6
2012-06-08,17.0,1.4,52.0,6
2012-06-09,18.3,1.6,48.0,6
2012-06-10,18.0,0.4,61.0,6
2012-06-11,17.1,0.0,78.0,6
2012-06-12,17.2,27.6,88.0,6
2012-06-13,18.9,20.6,90.0,6
2012-06-14,16.8,29.2,97.0,6
2012-06-15,17.6,27.4,45.0,6
2012-06-16,18.0,0.0,47.0,6
2012-06-17,17.8,0.0,59.0,6
2012-06-18,19.8,1.0,61.0,6
2012-06-19,18.7,0.4,55.0,6
2012-06-20,16.0,0.0,81.0,6
2012-06-21,18.8,2.0,63.0,6
2012-06-22,18.0,0.0,63.0,6
2012-06-23,18.2,0.0,68.0,6
2012-06-24,18.5,0.2,76.0,6
2012-06-25,17.7,2.8,52.0,6
2012-06-26,17.8,0.0,48.0,6
2012-06-27,16.9,0.6,60.0,6
2012-06-28,16.3,0.0,58.0,6
2012-06-29,16.7,2.4,91.0,6
2012-06-30,18.6,36.0,89.0,6
2012-07-01,17.5,2.0,91.0,7
2012-07-02,18.2,0.4,76.0,7
2012-07-03,17.7,2.8,61.0,7
2012-07-04,18.8,0.2,65.0,7
2012-07-05,18.3,1.4,62.0,7
2012-07-06,17.2,0.2,67.0,7
2012-07-07,16.1,4.6,51.0,7
2012-07-08,16.7,0.4,55.0,7
2012-07-09,16.6,0.0,58.0,7
2012-07-10,16.7,0.0,55.0,7
2012-07-11,16.7,0.0,60.0,7
2012-07-12,15.9,0.0,78.0,7
2012-07-13,18.9,4.8,71.0,7
2012-07-14,18.1,0.2,83.0,7
2012-07-15,18.1,1.2,80.0,7
2012-07-16,16.0,8.0,67.0,7
2012-07-17,16.8,0.2,50.0,7
2012-07-18,16.0,0.4,80.0,7
2012-07-19,17.8,13.4,83.0,7
2012-07-20,17.3,29.4,89.0,7
2012-07-21,18.8,27.0,81.0,7
2012-07-22,19.0,26.8,73.0,7
2012-07-23,17.7,1.2,87.0,7
2012-07-24,18.2,1.0,82.0,7
2012-07-25,16.3,1.6,79.0,7
2012-07-26,16.7,1.2,66.0,7
2012-07-27,15.9,0.0,69.0,7
2012-07-28,16.7,0.0,86.0,7
2012-07-29,18.0,11.0,58.0,7
2012-07-30,17.4,2.0,53.0,7
2012-07-31,16.1,2.4,53.0,7
2012-08-01,17.2,0.8,58.0,8
2012-08-02,16.7,0.2,69.0,8
2012-08-03,17.5,0.6,61.0,8
2012-08-04,17.5,0.0,59.0,8
2012-08-05,17.6,0.0,56.0,8
2012-08-06,18.4,5.0,55.0,8
2012-08-07,17.2,7.2,62.0,8
2012-08-08,17.7,0.8,50.0,8
2012-08-09,16.4,2.4,61.0,8
2012-08-10,18.5,0.0,62.0,8
2012-08-11,18.1,1.6,58.0,8
2012-08-12,18.7,3.4,69.0,8
2012-08-13,16.4,0.0,75.0,8
2012-08-14,17.3,0.8,51.0,8
2012-08-15,17.2,1.0,48.0,8
2012-08-16,17.5,0.0,59.0,8
2012-08-17,18.8,8.2,62.0,8
2012-08-18,19.0,0.0,53.0,8
2012-08-19,19.5,0.0,80.0,8
2012-08-20,17.3,0.0,64.0,8
2012-08-21,17.9,0.8,58.0,8
2012-08-22,16.9,0.0,67.0,8
2012-08-23,17.1,1.4,65.0,8
2012-08-24,17.4,0.0,66.0,8
2012-08-25,17.6,0.0,52.0,8
2012-08-26,16.8,0.0,90.0,8
2012-08-27,17.5,12.8,84.0,8
2012-08-28,16.3,48.8,84.0,8
2012-08-29,16.5,2.8,56.0,8
2012-08-30,17.1,0.0,75.0,8
2012-08-31,18.1,0.4,58.0,8
2012-09-01,16.7,0.0,76.0,9
2012-09-02,18.1,9.4,83.0,9
2012-09-03,17.1,10.2,57.0,9
2012-09-04,16.7,0.2,68.0,9
2012-09-05,17.0,0.2,57.0,9
2012-09-06,17.4,0.0,53.0,9
2012-09-07,17.8,0.0,55.0,9
2012-09-08,18.8,0.0,72.0,9
2012-09-09,18.7,6.0,58.0,9
2012-09-10,18.1,0.0,63.0,9
2012-09-11,16.9,0.0,57.0,9
2012-09-12,15.9,0.0,65.0,9
2012-09-13,16.1,0.0,44.0,9
2012-09-14,18.4,0.0,55.0,9
2012-09-15,18.1,11.4,53.0,9
2012-09-16,18.1,0.2,55.0,9
2012-09-17,15.6,0.0,64.0,9
2012-09-18,15.5,0.8,63.0,9
2012-09-19,16.9,0.4,77.0,9
2012-09-20,17.3,1.0,73.0,9
2012-09-21,19.0,0.0,65.0,9
2012-09-22,15.8,0.0,91.0,9
2012-09-23,19.2,2.2,81.0,9
2012-09-24,18.1,2.4,87.0,9
2012-09-25,18.4,3.0,85.0,9
2012-09-26,17.6,0.4,72.0,9
2012-09-27,16.7,0.8,60.0,9
2012-09-28,17.2,17.8,62.0,9
2012-09-29,17.9,0.6,54.0,9
2012-09-30,18.3,0.0,52.0,9
2012-10-01,17.8,1.2,66.0,10
2012-10-02,15.2,2.6,69.0,10
2012-10-03,18.0,1.4,57.0,10
2012-10-04,18.4,0.0,60.0,10
2012-10-05,18.9,0.0,62.0,10
2012-10-06,18.9,0.0,65.0,10
2012-10-07,19.8,0.0,61.0,10
2012-10-08,20.3,0.0,71.0,10
2012-10-09,20.4,1.2,81.0,10
2012-10-10,21.0,0.0,71.0,10
2012-10-11,18.7,0.0,69.0,10
2012-10-12,19.6,0.0,89.0,10
2012-10-13,19.9,23.6,60.0,10
2012-10-14,18.9,0.0,55.0,10
2012-10-15,17.1,0.4,54.0,10
2012-10-16,17.1,0.0,45.0,10
2012-10-17,17.2,0.0,53.0,10
2012-10-18,19.4,0.0,60.0,10
2012-10-19,18.1,0.0,52.0,10
2012-10-20,18.5,0.0,56.0,10
2012-10-21,20.6,0.0,70.0,10
2012-10-22,20.7,0.0,76.0,10
2012-10-23,20.9,0.0,81.0,10
2012-10-24,21.4,45.0,64.0,10
2012-10-25,17.2,18.6,95.0,10
2012-10-26,18.1,0.0,62.0,10
2012-10-27,19.8,0.0,64.0,10
2012-10-28,17.8,0.0,81.0,10
2012-10-29,18.1,0.0,53.0,10
2012-10-30,17.4,1.4,66.0,10
2012-10-31,18.7,0.0,61.0,10
2012-11-01,19.1,0.0,60.0,11
2012-11-02,20.9,3.6,73.0,11
2012-11-03,19.4,3.6,66.0,11
2012-11-04,18.6,0.0,49.0,11
2012-11-05,17.9,0.0,61.0,11
2012-11-06,16.5,0.6,73.0,11
2012-11-07,18.0,1.2,59.0,11
2012-11-08,18.6,7.0,55.0,11
2012-11-09,18.8,0.2,54.0,11
2012-11-10,19.2,0.0,52.0,11
2012-11-11,18.9,0.0,54.0,11
2012-11-12,19.3,7.0,57.0,11
2012-11-13,18.8,0.2,55.0,11
2012-11-14,19.2,0.0,64.0,11
2012-11-15,20.4,0.0,59.0,11
2012-11-16,21.2,0.0,64.0,11
2012-11-17,22.4,0.0,68.0,11
2012-11-18,21.4,0.2,74.0,11
2012-11-19,21.0,7.0,91.0,11
2012-11-20,23.0,62.2,75.0,11
2012-11-21,21.4,0.4,80.0,11
2012-11-22,19.5,1.0,76.0,11
2012-11-23,19.9,0.2,72.0,11
2012-11-24,20.6,0.0,68.0,11
2012-11-25,19.8,0.0,54.0,11
2012-11-26,20.2,0.0,57.0,11
2012-11-27,20.8,0.0,65.0,11
2012-11-28,21.2,0.0,54.0,11
2012-11-29,20.9,0.0,66.0,11
2012-11-30,21.9,0.0,71.0,11
2013-01-01,22.3,0.0,78.0,1
2013-01-02,23.9,0.0,85.0,1
2013-01-03,24.3,0.0,82.0,1
2013-01-04,20.8,4.0,62.0,1
2013-01-05,22.1,0.0,59.0,1
2013-01-06,21.4,0.0,67.0,1
2013-01-07,22.1,0.0,73.0,1
2013-01-08,22.7,0.0,60.0,1
2013-01-09,23.7,0.0,55.0,1
2013-01-10,24.7,0.0,63.0,1
2013-01-11,23.4,0.0,73.0,1
2013-01-12,23.2,0.0,66.0,1
2013-01-13,24.0,0.0,56.0,1
2013-01-14,24.7,0.0,72.0,1
2013-01-15,23.3,1.2,55.0,1
2013-01-16,22.3,0.0,53.0,1
2013-01-17,22.6,0.0,49.0,1
2013-01-18,23.1,0.0,60.0,1
2013-01-19,23.9,0.0,66.0,1
2013-01-20,23.6,0.0,63.0,1
2013-01-21,23.4,0.0,74.0,1
2013-01-22,23.7,2.0,79.0,1
2013-01-23,24.8,1.4,78.0,1
2013-01-24,24.4,0.0,69.0,1
2013-01-25,24.2,0.0,76.0,1
2013-01-26,24.4,1.0,65.0,1
2013-01-27,24.0,0.4,68.0,1
2013-01-28,23.0,3.4,60.0,1
2013-01-29,23.2,0.0,64.0,1
2013-01-30,24.6,0.6,58.0,1
2013-01-31,23.9,0.0,67.0,1
2013-03-01,22.8,0.0,70.0,3
2013-03-02,23.9,0.0,59.0,3
2013-03-03,21.8,0.0,67.0,3
2013-03-04,22.8,0.0,61.0,3
2013-03-05,23.1,0.6,50.0,3
2013-03-06,23.4,0.8,56.0,3
2013-03-07,23.7,0.0,55.0,3
2013-03-08,22.7,1.0,65.0,3
2013-03-09,23.0,0.0,53.0,3
2013-03-10,23.1,0.0,56.0,3
2013-03-11,23.4,0.0,62.0,3
2013-03-12,22.4,0.8,78.0,3
2013-03-13,23.3,1.6,79.0,3
2013-03-14,22.7,2.2,91.0,3
2013-03-15,24.0,0.8,91.0,3
2013-03-16,24.7,1.0,72.0,3
2013-03-17,24.0,0.0,75.0,3
2013-03-18,24.9,0.0,62.0,3
2013-03-19,23.3,0.0,55.0,3
2013-03-20,21.3,0.0,60.0,3
2013-03-21,22.1,0.0,57.0,3
2013-03-22,23.8,0.0,57.0,3
2013-03-23,23.3,12.4,69.0,3
2013-03-24,23.7,1.4,54.0,3
2013-03-25,22.7,0.0,62.0,3
2013-03-26,23.5,1.0,52.0,3
2013-03-27,22.8,0.8,56.0,3
2013-03-28,21.7,2.6,72.0,3
2013-03-29,23.0,5.0,71.0,3
2013-03-30,22.5,11.4,78.0,3
2013-03-31,22.0,2.4,73.0,3
2013-04-01,21.9,0.0,68.0,4
2013-04-02,24.0,0.0,75.0,4
2013-04-03,20.8,3.4,87.0,4
2013-04-04,22.6,6.4,69.0,4
2013-04-05,21.6,4.0,57.0,4
2013-04-06,20.6,0.6,58.0,4
2013-04-07,20.4,0.8,57.0,4
2013-04-08,21.2,0.0,58.0,4
2013-04-09,20.7,0.0,60.0,4
2013-04-10,21.6,0.0,56.0,4
2013-04-11,20.0,16.6,76.0,4
2013-04-12,22.7,0.0,67.0,4
2013-04-13,20.3,0.8,83.0,4
2013-04-14,22.7,51.0,98.0,4
2013-04-15,22.0,36.0,84.0,4
2013-04-16,22.6,0.8,68.0,4
2013-04-17,21.5,0.0,71.0,4
2013-04-18,23.2,0.0,57.0,4
2013-04-19,22.8,0.0,74.0,4
2013-04-20,22.6,0.0,72.0,4
2013-04-21,21.4,0.0,70.0,4
2013-04-22,21.9,1.4,63.0,4
2013-04-23,22.5,0.0,51.0,4
2013-04-24,21.8,0.0,74.0,4
2013-04-25,22.3,0.0,76.0,4
2013-04-26,20.8,0.0,60.0,4
2013-04-27,21.5,0.0,60.0,4
2013-04-28,21.0,0.0,61.0,4
2013-04-29,21.3,0.0,67.0,4
2013-04-30,20.9,0.0,68.0,4
2013-05-01,21.0,0.0,58.0,5
2013-05-02,20.8,0.0,65.0,5
2013-05-03,19.8,0.0,78.0,5
2013-05-04,19.8,2.4,53.0,5
2013-05-05,20.0,0.2,43.0,5
2013-05-06,19.1,0.2,59.0,5
2013-05-07,18.6,0.2,66.0,5
2013-05-08,19.9,0.2,57.0,5
2013-05-09,20.0,0.8,51.0,5
2013-05-10,20.3,0.0,54.0,5
2013-05-11,19.4,6.0,61.0,5
2013-05-12,18.0,0.0,70.0,5
2013-05-13,18.4,8.8,85.0,5
2013-05-14,20.3,10.8,81.0,5
2013-05-15,20.1,0.2,81.0,5
2013-05-16,20.8,0.2,76.0,5
2013-05-17,18.2,3.6,93.0,5
2013-05-18,20.7,18.2,73.0,5
2013-05-19,20.1,0.8,68.0,5
2013-05-20,19.5,3.2,62.0,5
2013-05-21,19.7,3.0,59.0,5
2013-05-22,19.3,6.0,65.0,5
2013-05-23,18.6,1.0,79.0,5
2013-05-24,20.2,0.8,80.0,5
2013-05-25,17.4,20.8,95.0,5
2013-05-26,19.2,11.0,83.0,5
2013-05-27,18.9,4.8,65.0,5
2013-05-28,17.9,0.2,46.0,5
2013-05-29,17.7,0.4,57.0,5
2013-05-30,17.2,0.4,58.0,5
2013-05-31,17.4,1.8,61.0,5
2013-06-01,17.9,0.0,57.0,6
2013-06-02,18.6,0.0,62.0,6
2013-06-03,18.7,0.0,86.0,6
2013-06-04,14.9,13.4,93.0,6
2013-06-05,17.5,5.4,54.0,6
2013-06-06,17.9,1.2,59.0,6
2013-06-07,17.4,0.4,63.0,6
2013-06-08,17.2,0.0,56.0,6
2013-06-09,17.2,0.0,68.0,6
2013-06-10,17.5,0.4,55.0,6
2013-06-11,16.4,0.0,78.0,6
2013-06-12,18.3,0.0,63.0,6
2013-06-13,18.4,0.8,52.0,6
2013-06-14,19.4,0.0,66.0,6
2013-06-15,19.6,0.0,89.0,6
2013-06-16,19.9,50.6,67.0,6
2013-06-17,18.7,1.6,82.0,6
2013-06-18,18.7,0.6,76.0,6
2013-06-19,19.1,5.0,58.0,6
2013-06-20,16.7,0.0,60.0,6
2013-06-21,16.3,0.6,58.0,6
2013-06-22,16.4,0.0,62.0,6
2013-06-23,15.3,1.4,61.0,6
2013-06-24,16.6,1.0,52.0,6
2013-06-25,17.2,0.0,60.0,6
2013-06-26,18.2,43.8,84.0,6
2013-06-27,17.4,21.0,71.0,6
2013-06-28,17.0,0.8,65.0,6
2013-06-29,16.8,0.4,52.0,6
2013-06-30,18.1,0.0,65.0,6
2013-07-01,18.7,0.2,69.0,7
2013-07-02,19.0,0.0,85.0,7
2013-07-03,19.3,111.0,85.0,7
2013-07-04,17.0,0.4,89.0,7
2013-07-05,16.7,0.4,63.0,7
2013-07-06,19.1,0.0,59.0,7
2013-07-07,18.0,0.0,82.0,7
2013-07-08,18.0,5.8,56.0,7
2013-07-09,16.7,0.2,47.0,7
2013-07-10,16.0,1.6,55.0,7
2013-07-11,15.2,0.0,49.0,7
2013-07-12,14.7,0.0,71.0,7
2013-07-13,15.5,5.2,45.0,7
2013-07-14,16.0,2.6,50.0,7
2013-07-15,15.3,0.6,58.0,7
2013-07-16,15.0,0.6,50.0,7
2013-07-17,16.4,1.2,62.0,7
2013-07-18,16.7,0.2,81.0,7
2013-07-19,18.5,2.0,72.0,7
2013-07-20,18.6,0.0,67.0,7
2013-07-21,18.6,0.0,65.0,7
2013-07-22,18.0,0.0,61.0,7
2013-07-23,17.0,0.0,65.0,7
2013-07-24,15.8,0.0,94.0,7
2013-07-25,16.8,5.4,63.0,7
2013-07-26,16.7,0.8,66.0,7
2013-07-27,17.5,0.0,47.0,7
2013-07-28,15.4,0.0,67.0,7
2013-07-29,16.7,0.0,72.0,7
2013-07-30,16.3,1.2,91.0,7
2013-07-31,17.6,6.0,79.0,7
2013-08-01,17.8,1.2,84.0,8
2013-08-02,17.9,1.8,81.0,8
2013-08-03,18.2,1.8,72.0,8
2013-08-04,18.0,0.2,64.0,8
2013-08-05,19.8,0.2,56.0,8
2013-08-06,19.1,0.0,66.0,8
2013-08-07,18.5,0.0,64.0,8
2013-08-08,15.9,0.0,87.0,8
2013-08-09,16.5,40.6,87.0,8
2013-08-10,17.4,39.0,73.0,8
2013-08-11,18.6,0.0,60.0,8
2013-08-12,18.3,0.0,59.0,8
2013-08-13,18.7,0.0,69.0,8
2013-08-14,18.2,0.6,58.0,8
