timestamp,kwh,building_name
2024-01-28 17:00:00,69.44,Building B
2024-01-28 18:00:00,46.74,Building B
2024-01-28 19:00:00,52.81,Building B
2024-01-28 20:00:00,52.96,Building B
2024-01-28 21:00:00,53.36,Building B
2024-01-28 22:00:00,35.72,Building B
2024-01-28 23:00:00,34.82,Building B
2024-01-29 00:00:00,60.73,Building B
2024-01-29 01:00:00,63.0,Building B
2024-01-29 02:00:00,59.84,Building B
2024-01-29 03:00:00,57.57,Building B
2024-01-29 04:00:00,57.84,Building B
2024-01-29 05:00:00,57.29,Building B
2024-01-29 06:00:00,74.42,Building B
2024-01-29 07:00:00,82.33,Building B
2024-01-29 08:00:00,80.59,Building B
2024-01-29 09:00:00,114.12,Building B
2024-01-29 10:00:00,137.18,Building B
2024-01-29 11:00:00,130.76,Building B
2024-01-29 12:00:00,134.56,Building B
2024-01-29 13:00:00,133.57,Building B
2024-01-29 14:00:00,111.29,Building B
2024-01-29 15:00:00,127.41,Building B
2024-01-29 16:00:00,130.35,Building B
2024-01-29 17:00:00,120.92,Building B
2024-01-29 18:00:00,97.37,Building B
2024-01-29 19:00:00,91.13,Building B
2024-01-29 20:00:00,96.89,Building B
2024-01-29 21:00:00,84.47,Building B
2024-01-29 22:00:00,65.82,Building B
2024-01-29 23:00:00,65.01,Building B
2024-01-30 00:00:00,57.1,Building B
2024-01-30 01:00:00,52.13,Building B
2024-01-30 02:00:00,55.21,Building B
2024-01-30 03:00:00,48.78,Building B
2024-01-30 04:00:00,55.33,Building B
2024-01-30 05:00:00,57.98,Building B
2024-01-30 06:00:00,88.21,Building B
2024-01-30 07:00:00,86.32,Building B
2024-01-30 08:00:00,78.6,Building B
2024-01-30 09:00:00,130.05,Building B
2024-01-30 10:00:00,131.01,Building B
2024-01-30 11:00:00,124.63,Building B
2024-01-30 12:00:00,119.57,Building B
2024-01-30 13:00:00,115.39,Building B
2024-01-30 14:00:00,122.12,Building B
2024-01-30 15:00:00,125.95,Building B
2024-01-30 16:00:00,115.87,Building B
2024-01-30 17:00:00,104.35,Building B
2024-01-30 18:00:00,92.42,Building B
2024-01-30 19:00:00,95.5,Building B
2024-01-30 20:00:00,94.93,Building B
2024-01-30 21:00:00,80.48,Building B
2024-01-30 22:00:00,69.13,Building B
2024-01-30 23:00:00,57.9,Building B
